,PLAN,AVANCE_CARRERA,ACCESO,SUBACCESO,CONVOCATORIA,T_DOCUMENTO,GENERO,EDAD,NUMERO_MATRICULAS,PAPA,PBM_CALCULADO,ESTRATO,MUNICIPIO_RESIDENCIA,PROVINCIA_NACIMIENTO,MUNICIPIO_NACIMIENTO,PAIS-NACIONALIDAD,VICTIMAS_DEL_CONFLICTO,DISCAPACIDAD,CARACTER_COLEGIO,PUNTAJE_ADMISION
70,BIOLOGÍA,43.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,HOMBRE,21,7.0,3.7,3,1,SAN DIEGO,BOLÍVAR,TURBACO,COLOMBIA,NO,NO,Plantel Oficial,488.2
71,BIOLOGÍA,49.7,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,NUMERO DE CEDULA,HOMBRE,19,7.0,4.1,6,2,,CESAR,BOSCONIA,COLOMBIA,NO,NO,Plantel Privado,460.51
72,BIOLOGÍA,65.4,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,NUMERO DE CEDULA,MUJER,22,8.0,4.1,5,1,AGUSTÍN CODAZZI,CESAR,CHIRIGUANÁ,COLOMBIA,NO,NO,Plantel Oficial,
73,GESTIÓN CULTURAL Y COMUNICATIVA,59.3,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,NUMERO DE CEDULA,HOMBRE,20,7.0,4.7,6,1,,CESAR,AGUACHICA,COLOMBIA,NO,NO,Plantel Oficial,530.0
74,BIOLOGÍA,57.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,NUMERO DE CEDULA,MUJER,20,8.0,4.2,4,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,506.15
75,GEOGRAFÍA,38.3,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,NUMERO DE CEDULA,MUJER,22,8.0,3.6,2,0,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,
76,GESTIÓN CULTURAL Y COMUNICATIVA,62.7,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,NUMERO DE CEDULA,MUJER,20,8.0,4.2,1,1,,CESAR,AGUSTÍN CODAZZI,COLOMBIA,NO,NO,Plantel Oficial,446.92
77,GEOGRAFÍA,70.2,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,NUMERO DE CEDULA,HOMBRE,20,8.0,4.1,2,0,AGUSTÍN CODAZZI,CESAR,AGUSTÍN CODAZZI,COLOMBIA,NO,NO,Plantel Oficial,
78,INGENIERÍA MECATRÓNICA,28.6,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,NUMERO DE CEDULA,HOMBRE,21,8.0,3.5,2,1,VALLEDUPAR,CESAR,BOSCONIA,COLOMBIA,NO,NO,Plantel Oficial,
79,BIOLOGÍA,59.8,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,NUMERO DE CEDULA,MUJER,22,8.0,4.1,1,1,,CESAR,CURUMANÍ,COLOMBIA,NO,NO,Plantel Oficial,
80,GEOGRAFÍA,61.7,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,NUMERO DE CEDULA,HOMBRE,27,8.0,4.2,2,1,,CESAR,MANAURE BALCÓN DEL CESAR,COLOMBIA,NO,NO,Plantel Oficial,
81,INGENIERÍA BIOLÓGICA,55.4,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,NUMERO DE CEDULA,MUJER,19,8.0,4.4,6,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,608.46
82,GESTIÓN CULTURAL Y COMUNICATIVA,59.3,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,NUMERO DE CEDULA,MUJER,21,8.0,4.2,2,1,MANAURE BALCÓN DEL CESAR,CESAR,LA PAZ,COLOMBIA,NO,NO,Plantel Oficial,
83,INGENIERÍA BIOLÓGICA,41.8,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-2S,NUMERO DE CEDULA,HOMBRE,25,8.0,4.0,52,7,,CESAR,CURUMANÍ,COLOMBIA,NO,NO,Plantel Oficial,
84,INGENIERÍA BIOLÓGICA,26.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,NUMERO DE CEDULA,MUJER,20,6.0,3.7,1,1,LA PAZ,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,454.75
85,BIOLOGÍA,41.3,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,NUMERO DE CEDULA,MUJER,20,6.0,4.3,11,2,VALLEDUPAR,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,530.87
86,INGENIERÍA BIOLÓGICA,26.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,NUMERO DE CEDULA,MUJER,27,6.0,4.0,1,1,MANAURE BALCÓN DEL CESAR,CESAR,LA JAGUA DE IBIRICO,COLOMBIA,NO,NO,Plantel Oficial,406.4
87,GEOGRAFÍA,38.3,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,NUMERO DE CEDULA,HOMBRE,26,6.0,3.9,8,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,351.27
88,BIOLOGÍA,38.5,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,NUMERO DE CEDULA,MUJER,19,6.0,4.2,1,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,460.64
89,INGENIERÍA MECATRÓNICA,22.5,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,TARJETA IDENTIDAD,HOMBRE,19,6.0,3.6,5,1,,CESAR,TAMALAMEQUE,COLOMBIA,NO,NO,Plantel Oficial,477.64
90,INGENIERÍA BIOLÓGICA,32.2,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,NUMERO DE CEDULA,MUJER,20,6.0,4.1,24,2,,ANTIOQUIA,MEDELLÍN,COLOMBIA,NO,NO,Plantel Privado,530.3
91,GEOGRAFÍA,42.6,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,NUMERO DE CEDULA,HOMBRE,22,6.0,4.0,7,1,,CESAR,SAN DIEGO,COLOMBIA,NO,NO,Nocturno,253.68
92,INGENIERÍA BIOLÓGICA,15.3,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,NUMERO DE CEDULA,HOMBRE,21,6.0,2.9,5,1,,CESAR,SAN DIEGO,COLOMBIA,NO,NO,Plantel Oficial,450.71
93,INGENIERÍA BIOLÓGICA,39.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-2S,TARJETA IDENTIDAD,MUJER,20,6.0,4.0,6,2,,CESAR,AGUSTÍN CODAZZI,COLOMBIA,NO,NO,Plantel Oficial,451.19
94,BIOLOGÍA,17.9,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-2S,NUMERO DE CEDULA,MUJER,23,4.0,3.9,1,1,,CESAR,LA PAZ,COLOMBIA,NO,NO,Plantel Oficial,387.178
95,GEOGRAFÍA,22.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-2S,NUMERO DE CEDULA,MUJER,19,4.0,3.9,8,2,MANAURE BALCÓN DEL CESAR,CESAR,LA PAZ,COLOMBIA,NO,NO,Plantel Oficial,446.674
96,INGENIERÍA MECATRÓNICA,20.9,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-2S,NUMERO DE CEDULA,HOMBRE,19,4.0,3.6,10,2,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,521.69
97,INGENIERÍA MECATRÓNICA,20.9,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-2S,NUMERO DE CEDULA,HOMBRE,19,4.0,4.2,4,2,VALLEDUPAR,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,535.741
98,INGENIERÍA BIOLÓGICA,16.4,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-2S,NUMERO DE CEDULA,HOMBRE,19,4.0,3.5,31,3,VALLEDUPAR,VALLE DEL CAUCA,CALI,COLOMBIA,NO,NO,Plantel Privado,515.535
99,INGENIERÍA BIOLÓGICA,17.5,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-2S,NUMERO DE CEDULA,MUJER,21,4.0,4.4,3,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,581.564
100,INGENIERÍA BIOLÓGICA,15.8,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-2S,NUMERO DE CEDULA,HOMBRE,19,4.0,3.7,14,2,VALLEDUPAR,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,467.365
101,INGENIERÍA MECATRÓNICA,20.9,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-2S,NUMERO DE CEDULA,HOMBRE,18,4.0,4.2,25,3,,SANTANDER,BUCARAMANGA,COLOMBIA,NO,NO,Plantel Oficial,503.61
102,ESTADÍSTICA,11.6,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-2S,NUMERO DE CEDULA,MUJER,21,4.0,3.7,5,2,VALLEDUPAR,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,444.233
103,INGENIERÍA MECATRÓNICA,7.1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-2S,NUMERO DE CEDULA,HOMBRE,21,3.0,4.6,3,1,VALLEDUPAR,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,538.532
104,GESTIÓN CULTURAL Y COMUNICATIVA,20.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-2S,NUMERO DE CEDULA,HOMBRE,21,4.0,4.2,8,2,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,358.762
105,INGENIERÍA BIOLÓGICA,22.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-2S,NUMERO DE CEDULA,HOMBRE,18,4.0,4.4,3,1,VALLEDUPAR,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,570.993
106,INGENIERÍA MECATRÓNICA,3.8,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-2S,NUMERO DE CEDULA,HOMBRE,21,2.0,3.5,9,1,,MAGDALENA,SANTA MARTA,COLOMBIA,NO,NO,Plantel Oficial,502.507
107,GESTIÓN CULTURAL Y COMUNICATIVA,20.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-2S,NUMERO DE CEDULA,HOMBRE,19,4.0,4.3,7,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,402.814
108,GESTIÓN CULTURAL Y COMUNICATIVA,4.7,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-2S,NUMERO DE CEDULA,MUJER,22,2.0,4.2,8,2,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,479.402
109,GEOGRAFÍA,20.6,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-2S,TARJETA IDENTIDAD,MUJER,19,4.0,4.0,7,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,411.662
110,ESTADÍSTICA,18.1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-2S,TARJETA IDENTIDAD,HOMBRE,18,4.0,4.2,3,1,,CESAR,EL COPEY,COLOMBIA,NO,NO,Plantel Oficial,453.107
111,ESTADÍSTICA,12.9,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-2S,TARJETA IDENTIDAD,HOMBRE,19,4.0,3.5,3,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,402.476
112,GESTIÓN CULTURAL Y COMUNICATIVA,22.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-2S,NUMERO DE CEDULA,HOMBRE,25,4.0,4.1,7,1,VALLEDUPAR,CUNDINAMARCA,CHÍA,COLOMBIA,NO,NO,Plantel Oficial,489.982
113,GESTIÓN CULTURAL Y COMUNICATIVA,7.3,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,REGULAR DE PREGRADO,2023-1S,NUMERO DE CEDULA,HOMBRE,19,3.0,4.0,1,1,,CESAR,MANAURE BALCÓN DEL CESAR,COLOMBIA,NO,NO,Plantel Oficial,521.393
114,ESTADÍSTICA,14.2,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,VÍCTIMAS DEL CONFLICTO ARMADO EN COLOMBIA,2023-1S,NUMERO DE CEDULA,HOMBRE,22,3.0,3.9,11,2,,CESAR,AGUSTÍN CODAZZI,COLOMBIA,SI,NO,Plantel Privado,467.645
115,GESTIÓN CULTURAL Y COMUNICATIVA,10.7,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,VÍCTIMAS DEL CONFLICTO ARMADO EN COLOMBIA,2023-1S,NUMERO DE CEDULA,MUJER,19,3.0,3.6,4,1,,CESAR,SAN DIEGO,COLOMBIA,SI,NO,Plantel Oficial,473.498
116,GEOGRAFÍA,11.3,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,REGULAR DE PREGRADO,2023-1S,NUMERO DE CEDULA,HOMBRE,26,3.0,4.4,32,3,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Privado,485.525
117,GEOGRAFÍA,11.3,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,VÍCTIMAS DEL CONFLICTO ARMADO EN COLOMBIA,2023-1S,TARJETA IDENTIDAD,HOMBRE,17,3.0,4.2,34,1,,CESAR,VALLEDUPAR,COLOMBIA,SI,FISICA,Plantel Oficial,504.148
118,BIOLOGÍA,8.9,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,REGULAR DE PREGRADO,2023-1S,TARJETA IDENTIDAD,MUJER,17,3.0,4.0,3,1,,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",COLOMBIA,NO,NO,Plantel Oficial,559.699
119,INGENIERÍA MECATRÓNICA,11.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,REGULAR DE PREGRADO,2023-1S,NUMERO DE CEDULA,HOMBRE,19,3.0,4.3,9,2,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,557.867
120,INGENIERÍA BIOLÓGICA,11.3,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,VÍCTIMAS DEL CONFLICTO ARMADO EN COLOMBIA,2023-1S,TARJETA IDENTIDAD,HOMBRE,18,3.0,4.2,4,1,,META,VILLAVICENCIO,COLOMBIA,SI,NO,Plantel Oficial,546.974
121,ESTADÍSTICA,9.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,VÍCTIMAS DEL CONFLICTO ARMADO EN COLOMBIA,2023-1S,NUMERO DE CEDULA,HOMBRE,21,3.0,4.1,11,1,,CESAR,VALLEDUPAR,COLOMBIA,SI,NO,Nocturno,478.693
122,INGENIERÍA MECATRÓNICA,11.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,REGULAR DE PREGRADO,2023-1S,TARJETA IDENTIDAD,HOMBRE,16,3.0,4.6,21,2,VALLEDUPAR,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,689.648
123,GEOGRAFÍA,9.2,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,VÍCTIMAS DEL CONFLICTO ARMADO EN COLOMBIA,2023-1S,NUMERO DE CEDULA,MUJER,19,3.0,3.7,2,1,,CESAR,VALLEDUPAR,COLOMBIA,SI,NO,Plantel Oficial,412.35
124,ESTADÍSTICA,5.8,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,REGULAR DE PREGRADO,2023-1S,NUMERO DE CEDULA,HOMBRE,22,3.0,3.4,17,1,,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",COLOMBIA,NO,NO,Plantel Oficial,588.914
125,GESTIÓN CULTURAL Y COMUNICATIVA,9.3,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,"PAES - POBLACION NEGRA, AFROCOLOMBIANA, PALENQUERA Y RAIZAL",2023-1S,TARJETA IDENTIDAD,MUJER,18,3.0,3.8,38,1,,CESAR,EL COPEY,COLOMBIA,NO,NO,Plantel Oficial,471.011
126,GESTIÓN CULTURAL Y COMUNICATIVA,14.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,VÍCTIMAS DEL CONFLICTO ARMADO EN COLOMBIA,2023-1S,NUMERO DE CEDULA,HOMBRE,20,3.0,4.3,4,0,,CESAR,VALLEDUPAR,COLOMBIA,SI,NO,Plantel Oficial,606.108
127,INGENIERÍA BIOLÓGICA,4.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,REGULAR DE PREGRADO,2023-2S,NUMERO DE CEDULA,MUJER,19,2.0,4.3,14,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Privado,548.17
128,INGENIERÍA BIOLÓGICA,0.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,"PAES - POBLACION NEGRA, AFROCOLOMBIANA, PALENQUERA Y RAIZAL",2024-1S,TARJETA IDENTIDAD,MUJER,16,,,55,7,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,516.721
129,GEOGRAFÍA,0.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,VÍCTIMAS DEL CONFLICTO ARMADO EN COLOMBIA,2024-1S,TARJETA IDENTIDAD,HOMBRE,18,,,53,0,,CESAR,VALLEDUPAR,COLOMBIA,SI,NO,Plantel Oficial,384.163
130,GESTIÓN CULTURAL Y COMUNICATIVA,0.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,VÍCTIMAS DEL CONFLICTO ARMADO EN COLOMBIA,2024-1S,TARJETA IDENTIDAD,HOMBRE,17,,,48,1,,CESAR,VALLEDUPAR,COLOMBIA,SI,NO,Plantel Oficial,438.182
131,ESTADÍSTICA,0.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,VÍCTIMAS DEL CONFLICTO ARMADO EN COLOMBIA,2024-1S,NUMERO DE CEDULA,HOMBRE,27,,,34,1,,CESAR,LA PAZ,COLOMBIA,SI,NO,Plantel Oficial,362.855
132,GEOGRAFÍA,0.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,VÍCTIMAS DEL CONFLICTO ARMADO EN COLOMBIA,2024-1S,NUMERO DE CEDULA,HOMBRE,19,,,2,1,,MAGDALENA,ARIGUANÍ,COLOMBIA,SI,NO,Plantel Oficial,388.002
133,GESTIÓN CULTURAL Y COMUNICATIVA,0.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,VÍCTIMAS DEL CONFLICTO ARMADO EN COLOMBIA,2024-1S,NUMERO DE CEDULA,MUJER,26,,,29,7,,CESAR,VALLEDUPAR,COLOMBIA,SI,NO,Plantel Oficial,426.535
134,GEOGRAFÍA,5.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,REGULAR DE PREGRADO,2023-2S,NUMERO DE CEDULA,HOMBRE,25,2.0,3.9,5,2,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,404.663
135,ESTADÍSTICA,4.5,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,PAES - INDÍGENA,2023-2S,NUMERO DE CEDULA,HOMBRE,22,2.0,3.7,7,0,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,420.494
136,GEOGRAFÍA,5.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,REGULAR DE PREGRADO,2023-2S,NUMERO DE CEDULA,HOMBRE,20,2.0,4.0,6,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,431.909
137,GEOGRAFÍA,5.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,VÍCTIMAS DEL CONFLICTO ARMADO EN COLOMBIA,2023-2S,NUMERO DE CEDULA,HOMBRE,23,2.0,3.8,2,1,,MAGDALENA,ARIGUANÍ,COLOMBIA,SI,NO,Plantel Oficial,468.435
138,ESTADÍSTICA,2.6,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,VÍCTIMAS DEL CONFLICTO ARMADO EN COLOMBIA,2023-2S,NUMERO DE CEDULA,HOMBRE,22,2.0,3.6,7,2,,CESAR,LA PAZ,COLOMBIA,SI,NO,Plantel Privado,482.525
139,BIOLOGÍA,0.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,REGULAR DE PREGRADO,2024-1S,TARJETA IDENTIDAD,HOMBRE,17,,,34,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,550.982
140,INGENIERÍA MECATRÓNICA,0.0,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,VÍCTIMAS DEL CONFLICTO ARMADO EN COLOMBIA,2024-1S,TARJETA IDENTIDAD,HOMBRE,18,,,38,1,,SANTANDER,BUCARAMANGA,COLOMBIA,SI,NO,Plantel Oficial,593.247
141,GESTIÓN CULTURAL Y COMUNICATIVA,4.7,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,REGULAR DE PREGRADO,2023-2S,TARJETA IDENTIDAD,MUJER,18,2.0,3.8,8,1,SAN JUAN DEL CESAR,LA GUAJIRA,SAN JUAN DEL CESAR,COLOMBIA,NO,NO,Plantel Oficial,533.098
142,INGENIERÍA MECATRÓNICA,3.8,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,REGULAR DE PREGRADO,2023-2S,TARJETA IDENTIDAD,HOMBRE,17,2.0,4.2,50,2,,SANTANDER,FLORIDABLANCA,COLOMBIA,NO,NO,Plantel Privado,554.301
143,BIOLOGÍA,3.9,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,VÍCTIMAS DEL CONFLICTO ARMADO EN COLOMBIA,2023-2S,NUMERO DE CEDULA,MUJER,18,2.0,4.3,36,1,,CESAR,CHIRIGUANÁ,COLOMBIA,SI,NO,Plantel Oficial,539.57
144,INGENIERÍA MECATRÓNICA,3.8,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,REGULAR DE PREGRADO,2023-2S,TARJETA IDENTIDAD,MUJER,18,2.0,3.4,5,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Nocturno,552.725
145,INGENIERÍA MECATRÓNICA,3.8,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,REGULAR DE PREGRADO,2023-2S,TARJETA IDENTIDAD,HOMBRE,17,2.0,4.0,22,1,,CESAR,VALLEDUPAR,COLOMBIA,NO,NO,Plantel Oficial,533.89
